a,b,c,d,e,f,g,h,i
[0.48503757],0,0,0,0,0.48503757,0.48503757,0.48503757,0
[0.4182114],0,0,0,0,0.4182114,0.4182114,0.4182114,0
[0.4946795],0,0,0,0,0.4946795,0.4946795,0.4946795,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5530404],1,1,1,1,0.5530404,0.5530404,4.5530404,1
[0.31680697],1,0,0,1,0.31680697,0.31680697,2.31680697,0
[0.3937511],1,0,0,0,0.3937511,0.3937511,1.3937511,0
[0.5794734],0,1,1,0,0.5794734,0.5794734,2.5794734,0
[0.7873446],1,1,1,1,0.7873446,0.7873446,4.7873446,1
[0.6095083],1,1,1,1,0.6095083,0.6095083,4.6095083,1
[0.8341581],1,1,1,1,0.8341581,0.8341581,4.8341581,1
[0.5986668],1,1,1,1,0.5986668,0.5986668,4.5986668,1
[0.534286],1,1,1,1,0.534286,0.534286,4.534286,1
[0.6873208],0,1,1,1,0.6873208,0.6873208,3.6873208,0
[0.5269942],1,1,1,1,0.5269942,0.5269942,4.5269942,1
[0.32424685],0,0,0,0,0.32424685,0.32424685,0.32424685,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.34742782],0,0,0,0,0.34742782,0.34742782,0.34742782,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.56094515],0,1,1,1,0.56094515,0.56094515,3.56094515,0
[0.6112284],1,1,1,1,0.6112284,0.6112284,4.6112284,1
[0.5012009],1,0,1,0,0.5012009,0.5012009,2.5012009,0
[0.4518337],1,0,0,1,0.4518337,0.4518337,2.4518337,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.54312897],1,0,0,1,0.54312897,0.54312897,2.54312897,0
[0.7521713],1,1,1,1,0.7521713,0.7521713,4.7521713,1
[0.6256577],1,1,1,1,0.6256577,0.6256577,4.6256577,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.52945757],0,0,0,0,0.52945757,0.52945757,0.52945757,0
[0.5679728],1,1,1,1,0.5679728,0.5679728,4.5679728,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5856894],1,1,1,1,0.5856894,0.5856894,4.5856894,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.52262354],0,1,1,1,0.52262354,0.52262354,3.52262354,0
[0.50040686],1,1,1,1,0.50040686,0.50040686,4.50040686,1
[0.5274868],1,1,1,1,0.5274868,0.5274868,4.5274868,1
[0.75239086],1,1,1,1,0.75239086,0.75239086,4.75239086,1
[0.48925164],0,0,0,0,0.48925164,0.48925164,0.48925164,0
[0.66526663],1,1,1,1,0.66526663,0.66526663,4.66526663,1
[0.7856618],1,1,1,1,0.7856618,0.7856618,4.7856618,1
[0.544887],0,1,1,1,0.544887,0.544887,3.544887,0
[0.61149514],1,1,1,1,0.61149514,0.61149514,4.61149514,1
[0.54439735],0,1,1,1,0.54439735,0.54439735,3.54439735,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.78872365],1,1,1,1,0.78872365,0.78872365,4.78872365,1
[0.3593234],1,0,0,0,0.3593234,0.3593234,1.3593234,0
[0.44541103],0,0,0,1,0.44541103,0.44541103,1.44541103,0
[0.6877928],1,1,1,1,0.6877928,0.6877928,4.6877928,1
[0.58057594],1,1,1,1,0.58057594,0.58057594,4.58057594,1
[0.592011],1,1,1,1,0.592011,0.592011,4.592011,1
[0.532508],0,0,1,0,0.532508,0.532508,1.532508,0
[0.30847412],0,0,0,1,0.30847412,0.30847412,1.30847412,0
[0.1639133],0,0,0,1,0.1639133,0.1639133,1.1639133,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6828653],1,1,1,1,0.6828653,0.6828653,4.6828653,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.50384],0,0,1,0,0.50384,0.50384,1.50384,0
[0.62167543],1,1,1,1,0.62167543,0.62167543,4.62167543,1
[0.648324],1,1,1,1,0.648324,0.648324,4.648324,1
[0.5594139],0,1,1,1,0.5594139,0.5594139,3.5594139,0
[0.78644097],1,1,1,1,0.78644097,0.78644097,4.78644097,1
[0.46619502],1,0,0,1,0.46619502,0.46619502,2.46619502,0
[0.6084238],0,1,1,1,0.6084238,0.6084238,3.6084238,0
[0.46537596],0,0,0,0,0.46537596,0.46537596,0.46537596,0
[0.6367916],0,0,0,0,0.6367916,0.6367916,0.6367916,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6804278],1,1,1,1,0.6804278,0.6804278,4.6804278,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.431732],1,0,0,0,0.431732,0.431732,1.431732,0
[0.32355264],1,0,0,1,0.32355264,0.32355264,2.32355264,0
[0.473685],0,0,0,0,0.473685,0.473685,0.473685,0
[0.5245143],0,0,0,0,0.5245143,0.5245143,0.5245143,0
[0.8347206],1,1,1,1,0.8347206,0.8347206,4.8347206,1
[0.5674844],0,1,1,0,0.5674844,0.5674844,2.5674844,0
[0.72276783],0,1,1,1,0.72276783,0.72276783,3.72276783,0
[0.7984088],1,1,1,1,0.7984088,0.7984088,4.7984088,1
[0.6019168],1,1,1,1,0.6019168,0.6019168,4.6019168,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.38205007],0,0,0,0,0.38205007,0.38205007,0.38205007,0
[0.47095487],0,0,0,0,0.47095487,0.47095487,0.47095487,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6331524],0,1,1,1,0.6331524,0.6331524,3.6331524,0
[0.58358717],0,1,1,1,0.58358717,0.58358717,3.58358717,0
[0.57696295],1,1,1,1,0.57696295,0.57696295,4.57696295,1
[0.7872784],1,1,1,1,0.7872784,0.7872784,4.7872784,1
[0.7910043],1,1,1,1,0.7910043,0.7910043,4.7910043,1
[0.7886609],1,1,1,1,0.7886609,0.7886609,4.7886609,1
[0.739972],1,1,1,1,0.739972,0.739972,4.739972,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.29816145],1,0,0,0,0.29816145,0.29816145,1.29816145,0
[0.5672558],1,1,1,1,0.5672558,0.5672558,4.5672558,1
[0.59557587],1,1,1,1,0.59557587,0.59557587,4.59557587,1
[0.5468091],1,0,0,0,0.5468091,0.5468091,1.5468091,0
[0.54183996],0,1,1,0,0.54183996,0.54183996,2.54183996,0
[0.5777765],1,1,1,1,0.5777765,0.5777765,4.5777765,1
[0.4400707],0,0,0,0,0.4400707,0.4400707,0.4400707,0
[0.29423907],1,0,0,1,0.29423907,0.29423907,2.29423907,0
[0.70703065],1,1,1,1,0.70703065,0.70703065,4.70703065,1
[0.51316786],0,1,1,0,0.51316786,0.51316786,2.51316786,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.67834294],0,1,1,1,0.67834294,0.67834294,3.67834294,0
[0.48588902],0,1,1,1,0.48588902,0.48588902,3.48588902,0
[0.7886852],1,1,1,1,0.7886852,0.7886852,4.7886852,1
[0.69883823],1,1,1,1,0.69883823,0.69883823,4.69883823,1
[0.42980278],0,0,0,1,0.42980278,0.42980278,1.42980278,0
[0.64233553],0,1,1,1,0.64233553,0.64233553,3.64233553,0
[0.5472227],0,1,1,0,0.5472227,0.5472227,2.5472227,0
[0.73545027],1,1,1,1,0.73545027,0.73545027,4.73545027,1
[0.6579733],0,1,1,1,0.6579733,0.6579733,3.6579733,0
[0.78874636],0,1,1,1,0.78874636,0.78874636,3.78874636,0
[0.48666662],0,0,0,1,0.48666662,0.48666662,1.48666662,0
[0.4927984],0,1,1,0,0.4927984,0.4927984,2.4927984,0
[0.53007483],1,1,1,1,0.53007483,0.53007483,4.53007483,1
[0.507398],1,1,1,1,0.507398,0.507398,4.507398,1
[0.25907782],0,0,0,0,0.25907782,0.25907782,0.25907782,0
[0.55715835],1,1,1,0,0.55715835,0.55715835,3.55715835,0
[0.56734115],1,1,1,1,0.56734115,0.56734115,4.56734115,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.54374915],1,1,1,1,0.54374915,0.54374915,4.54374915,1
[0.5780625],1,1,1,1,0.5780625,0.5780625,4.5780625,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.25976196],0,0,0,1,0.25976196,0.25976196,1.25976196,0
[0.75900453],1,1,1,1,0.75900453,0.75900453,4.75900453,1
[0.506654],0,1,1,1,0.506654,0.506654,3.506654,0
[0.54663956],1,1,1,1,0.54663956,0.54663956,4.54663956,1
[0.7879689],1,1,1,1,0.7879689,0.7879689,4.7879689,1
[0.51063013],0,0,0,0,0.51063013,0.51063013,0.51063013,0
[0.61471],0,1,1,1,0.61471,0.61471,3.61471,0
[0.5434363],1,1,1,1,0.5434363,0.5434363,4.5434363,1
[0.28783637],0,0,0,0,0.28783637,0.28783637,0.28783637,0
[0.72985387],1,1,1,1,0.72985387,0.72985387,4.72985387,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5677142],0,1,1,1,0.5677142,0.5677142,3.5677142,0
[0.4698678],0,0,0,0,0.4698678,0.4698678,0.4698678,0
[0.72895706],1,1,1,1,0.72895706,0.72895706,4.72895706,1
[0.59641933],0,1,1,1,0.59641933,0.59641933,3.59641933,0
[0.46659556],0,0,0,0,0.46659556,0.46659556,0.46659556,0
[0.49558055],1,0,0,0,0.49558055,0.49558055,1.49558055,0
[0.7877526],1,1,1,1,0.7877526,0.7877526,4.7877526,1
[0.56296],1,1,1,1,0.56296,0.56296,4.56296,1
[0.490305],1,0,0,0,0.490305,0.490305,1.490305,0
[0.43692112],0,0,0,1,0.43692112,0.43692112,1.43692112,0
[0.51564914],0,0,1,1,0.51564914,0.51564914,2.51564914,0
[0.6629005],1,1,1,1,0.6629005,0.6629005,4.6629005,1
[0.5965626],1,1,1,1,0.5965626,0.5965626,4.5965626,1
[0.57691026],0,0,0,0,0.57691026,0.57691026,0.57691026,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.37725735],0,0,0,0,0.37725735,0.37725735,0.37725735,0
[0.68657416],1,1,1,1,0.68657416,0.68657416,4.68657416,1
[0.44801587],0,0,0,0,0.44801587,0.44801587,0.44801587,0
[0.42892322],1,0,0,1,0.42892322,0.42892322,2.42892322,0
[0.7886348],1,1,1,1,0.7886348,0.7886348,4.7886348,1
[0.27256095],0,0,0,0,0.27256095,0.27256095,0.27256095,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5084355],0,1,1,1,0.5084355,0.5084355,3.5084355,0
[0.56628275],1,1,1,1,0.56628275,0.56628275,4.56628275,1
[0.58687973],1,1,1,1,0.58687973,0.58687973,4.58687973,1
[0.5877143],1,1,1,1,0.5877143,0.5877143,4.5877143,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7570754],1,1,1,1,0.7570754,0.7570754,4.7570754,1
[0.34124514],0,0,0,0,0.34124514,0.34124514,0.34124514,0
[0.5787643],1,1,1,1,0.5787643,0.5787643,4.5787643,1
[0.35848454],1,0,0,0,0.35848454,0.35848454,1.35848454,0
[0.6754121],1,1,1,1,0.6754121,0.6754121,4.6754121,1
[0.78863144],1,1,1,1,0.78863144,0.78863144,4.78863144,1
[0.38231042],0,0,0,1,0.38231042,0.38231042,1.38231042,0
[0.71207523],1,1,1,1,0.71207523,0.71207523,4.71207523,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7113844],1,1,1,1,0.7113844,0.7113844,4.7113844,1
[0.34049773],0,0,0,0,0.34049773,0.34049773,0.34049773,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6433689],0,1,1,1,0.6433689,0.6433689,3.6433689,0
[0.33526596],0,0,0,0,0.33526596,0.33526596,0.33526596,0
[0.45132172],1,0,1,1,0.45132172,0.45132172,3.45132172,0
[0.64017403],1,1,1,1,0.64017403,0.64017403,4.64017403,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6042475],1,1,1,1,0.6042475,0.6042475,4.6042475,1
[0.59514475],0,1,1,1,0.59514475,0.59514475,3.59514475,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6097953],0,1,1,1,0.6097953,0.6097953,3.6097953,0
[0.53999263],1,0,0,0,0.53999263,0.53999263,1.53999263,0
[0.6524972],1,1,1,1,0.6524972,0.6524972,4.6524972,1
[0.5305995],1,1,1,1,0.5305995,0.5305995,4.5305995,1
[0.71346205],1,1,1,1,0.71346205,0.71346205,4.71346205,1
[0.7127635],1,1,1,1,0.7127635,0.7127635,4.7127635,1
[0.44228125],0,0,0,0,0.44228125,0.44228125,0.44228125,0
[0.63138604],0,1,1,1,0.63138604,0.63138604,3.63138604,0
[0.58816975],1,1,1,1,0.58816975,0.58816975,4.58816975,1
[0.5725539],1,1,1,1,0.5725539,0.5725539,4.5725539,1
[0.33800897],0,0,0,1,0.33800897,0.33800897,1.33800897,0
[0.48303047],1,0,0,0,0.48303047,0.48303047,1.48303047,0
[0.8159812],1,1,1,1,0.8159812,0.8159812,4.8159812,1
[0.5741166],0,0,0,1,0.5741166,0.5741166,1.5741166,0
[0.55689114],0,1,1,1,0.55689114,0.55689114,3.55689114,0
[0.5591688],1,0,0,0,0.5591688,0.5591688,1.5591688,0
[0.6240056],0,1,1,1,0.6240056,0.6240056,3.6240056,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6312093],1,1,1,1,0.6312093,0.6312093,4.6312093,1
[0.6819655],1,1,1,1,0.6819655,0.6819655,4.6819655,1
[0.56945753],1,1,1,1,0.56945753,0.56945753,4.56945753,1
[0.5366523],0,0,0,1,0.5366523,0.5366523,1.5366523,0
[0.4576742],0,0,0,0,0.4576742,0.4576742,0.4576742,0
[0.47509867],0,1,1,1,0.47509867,0.47509867,3.47509867,0
[0.44815546],1,1,1,1,0.44815546,0.44815546,4.44815546,1
[0.5395336],1,1,1,0,0.5395336,0.5395336,3.5395336,0
[0.78834283],1,1,1,1,0.78834283,0.78834283,4.78834283,1
[0.5827491],1,1,1,1,0.5827491,0.5827491,4.5827491,1
[0.7886087],1,1,1,1,0.7886087,0.7886087,4.7886087,1
[0.5655298],0,1,1,0,0.5655298,0.5655298,2.5655298,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5406717],0,1,1,1,0.5406717,0.5406717,3.5406717,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.82354796],1,1,1,1,0.82354796,0.82354796,4.82354796,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.5621959],1,1,1,0,0.5621959,0.5621959,3.5621959,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6812],0,1,1,1,0.6812,0.6812,3.6812,0
[0.41574767],1,0,0,1,0.41574767,0.41574767,2.41574767,0
[0.54103255],0,1,1,1,0.54103255,0.54103255,3.54103255,0
[0.6025274],0,1,1,1,0.6025274,0.6025274,3.6025274,0
[0.5620948],1,1,1,0,0.5620948,0.5620948,3.5620948,0
[0.40202802],1,0,0,1,0.40202802,0.40202802,2.40202802,0
[0.4152454],1,0,0,1,0.4152454,0.4152454,2.4152454,0
[0.5215626],1,1,1,1,0.5215626,0.5215626,4.5215626,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6399491],1,1,1,1,0.6399491,0.6399491,4.6399491,1
[0.4449998],1,0,1,1,0.4449998,0.4449998,3.4449998,0
[0.6459974],1,1,1,1,0.6459974,0.6459974,4.6459974,1
[0.5663973],1,1,1,1,0.5663973,0.5663973,4.5663973,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.48274922],0,0,1,1,0.48274922,0.48274922,2.48274922,0
[0.44641876],1,0,0,1,0.44641876,0.44641876,2.44641876,0
[0.83525115],1,1,1,1,0.83525115,0.83525115,4.83525115,1
[0.7098503],1,1,1,1,0.7098503,0.7098503,4.7098503,1
[0.4060326],1,0,0,1,0.4060326,0.4060326,2.4060326,0
[0.51561904],0,1,1,1,0.51561904,0.51561904,3.51561904,0
[0.4951902],1,1,1,1,0.4951902,0.4951902,4.4951902,1
[0.5695716],1,1,1,1,0.5695716,0.5695716,4.5695716,1
[0.6434665],1,1,1,1,0.6434665,0.6434665,4.6434665,1
[0.38333952],1,0,0,1,0.38333952,0.38333952,2.38333952,0
[0.4532388],0,0,0,0,0.4532388,0.4532388,0.4532388,0
[0.45909357],1,1,1,1,0.45909357,0.45909357,4.45909357,1
[0.5769511],1,1,1,1,0.5769511,0.5769511,4.5769511,1
[0.5064934],1,1,1,1,0.5064934,0.5064934,4.5064934,1
[0.60239387],1,1,1,1,0.60239387,0.60239387,4.60239387,1
[0.5975263],1,1,1,1,0.5975263,0.5975263,4.5975263,1
[0.54714334],1,1,1,1,0.54714334,0.54714334,4.54714334,1
[0.652869],0,0,0,1,0.652869,0.652869,1.652869,0
[0.5210665],1,1,1,1,0.5210665,0.5210665,4.5210665,1
[0.72506213],1,1,1,1,0.72506213,0.72506213,4.72506213,1
[0.35169202],0,0,0,0,0.35169202,0.35169202,0.35169202,0
[0.71018046],1,1,1,1,0.71018046,0.71018046,4.71018046,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.67656183],1,1,1,1,0.67656183,0.67656183,4.67656183,1
[0.6222206],1,1,1,1,0.6222206,0.6222206,4.6222206,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5387604],1,1,1,1,0.5387604,0.5387604,4.5387604,1
[0.5976707],1,1,1,1,0.5976707,0.5976707,4.5976707,1
[0.53918386],1,1,1,1,0.53918386,0.53918386,4.53918386,1
[0.712312],1,1,1,1,0.712312,0.712312,4.712312,1
[0.44228452],1,0,0,1,0.44228452,0.44228452,2.44228452,0
[0.29592097],0,0,0,1,0.29592097,0.29592097,1.29592097,0
[0.65636456],1,1,1,1,0.65636456,0.65636456,4.65636456,1
[0.4916932],0,0,0,0,0.4916932,0.4916932,0.4916932,0
[0.80622804],1,1,1,1,0.80622804,0.80622804,4.80622804,1
[0.5309191],1,1,1,1,0.5309191,0.5309191,4.5309191,1
[0.49471596],1,1,1,1,0.49471596,0.49471596,4.49471596,1
[0.81035763],1,1,1,1,0.81035763,0.81035763,4.81035763,1
[0.6056671],1,1,1,1,0.6056671,0.6056671,4.6056671,1
[0.57187784],1,1,1,1,0.57187784,0.57187784,4.57187784,1
[0.51814103],0,1,1,1,0.51814103,0.51814103,3.51814103,0
[0.4865175],0,0,0,0,0.4865175,0.4865175,0.4865175,0
[0.59719014],1,1,1,1,0.59719014,0.59719014,4.59719014,1
[0.5279175],0,0,0,1,0.5279175,0.5279175,1.5279175,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8354802],1,1,1,1,0.8354802,0.8354802,4.8354802,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.5664353],1,1,1,0,0.5664353,0.5664353,3.5664353,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5154713],0,1,1,1,0.5154713,0.5154713,3.5154713,0
[0.5833137],1,1,1,1,0.5833137,0.5833137,4.5833137,1
[0.61329955],1,1,1,1,0.61329955,0.61329955,4.61329955,1
[0.5467075],1,1,1,1,0.5467075,0.5467075,4.5467075,1
[0.6444825],1,1,1,1,0.6444825,0.6444825,4.6444825,1
[0.4732886],1,0,0,1,0.4732886,0.4732886,2.4732886,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5943614],1,1,1,1,0.5943614,0.5943614,4.5943614,1
[0.45906729],0,0,0,0,0.45906729,0.45906729,0.45906729,0
[0.7177146],1,1,1,1,0.7177146,0.7177146,4.7177146,1
[0.515046],0,1,1,1,0.515046,0.515046,3.515046,0
[0.6203611],1,1,1,1,0.6203611,0.6203611,4.6203611,1
[0.5665735],1,1,1,1,0.5665735,0.5665735,4.5665735,1
[0.4026366],1,0,0,1,0.4026366,0.4026366,2.4026366,0
[0.4451897],1,0,0,1,0.4451897,0.4451897,2.4451897,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5948523],1,1,1,1,0.5948523,0.5948523,4.5948523,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.60304546],1,1,1,1,0.60304546,0.60304546,4.60304546,1
[0.50852907],1,1,1,1,0.50852907,0.50852907,4.50852907,1
[0.71614873],1,1,1,1,0.71614873,0.71614873,4.71614873,1
[0.5920268],1,1,1,1,0.5920268,0.5920268,4.5920268,1
[0.7856382],1,1,1,1,0.7856382,0.7856382,4.7856382,1
[0.5704424],1,0,0,0,0.5704424,0.5704424,1.5704424,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8235685],1,1,1,1,0.8235685,0.8235685,4.8235685,1
[0.5549142],0,0,0,1,0.5549142,0.5549142,1.5549142,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.39022014],0,0,0,0,0.39022014,0.39022014,0.39022014,0
[0.5056695],0,1,1,1,0.5056695,0.5056695,3.5056695,0
[0.57051],1,1,1,1,0.57051,0.57051,4.57051,1
[0.57379687],0,1,1,1,0.57379687,0.57379687,3.57379687,0
[0.5937759],1,1,1,1,0.5937759,0.5937759,4.5937759,1
[0.61218053],1,1,1,1,0.61218053,0.61218053,4.61218053,1
[0.693866],1,1,1,1,0.693866,0.693866,4.693866,1
[0.4774564],0,1,1,0,0.4774564,0.4774564,2.4774564,0
[0.51554847],0,0,0,1,0.51554847,0.51554847,1.51554847,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5456511],0,1,1,1,0.5456511,0.5456511,3.5456511,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.81114376],1,1,1,1,0.81114376,0.81114376,4.81114376,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.32104483],0,0,0,0,0.32104483,0.32104483,0.32104483,0
[0.57045054],1,1,1,1,0.57045054,0.57045054,4.57045054,1
[0.457646],1,1,1,1,0.457646,0.457646,4.457646,1
[0.7366388],1,1,1,1,0.7366388,0.7366388,4.7366388,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.59720373],1,1,1,1,0.59720373,0.59720373,4.59720373,1
[0.467266],0,0,0,0,0.467266,0.467266,0.467266,0
[0.8337938],1,1,1,1,0.8337938,0.8337938,4.8337938,1
[0.5389693],1,1,1,1,0.5389693,0.5389693,4.5389693,1
[0.6556197],1,1,1,1,0.6556197,0.6556197,4.6556197,1
[0.8311357],1,1,1,1,0.8311357,0.8311357,4.8311357,1
[0.39255378],1,0,0,1,0.39255378,0.39255378,2.39255378,0
[0.4874907],0,1,1,1,0.4874907,0.4874907,3.4874907,0
[0.5414765],0,1,1,0,0.5414765,0.5414765,2.5414765,0
[0.46630853],1,0,0,0,0.46630853,0.46630853,1.46630853,0
[0.5463668],0,1,1,1,0.5463668,0.5463668,3.5463668,0
[0.60718155],1,1,1,1,0.60718155,0.60718155,4.60718155,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6811106],1,1,1,1,0.6811106,0.6811106,4.6811106,1
[0.596978],1,1,1,1,0.596978,0.596978,4.596978,1
[0.7544027],1,1,1,1,0.7544027,0.7544027,4.7544027,1
[0.63167584],1,1,1,1,0.63167584,0.63167584,4.63167584,1
[0.7883168],1,1,1,1,0.7883168,0.7883168,4.7883168,1
[0.5422119],1,1,1,1,0.5422119,0.5422119,4.5422119,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6075226],0,1,1,1,0.6075226,0.6075226,3.6075226,0
[0.59682393],1,1,1,1,0.59682393,0.59682393,4.59682393,1
[0.5837902],0,0,0,1,0.5837902,0.5837902,1.5837902,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5568157],0,1,1,1,0.5568157,0.5568157,3.5568157,0
[0.7570037],1,1,1,1,0.7570037,0.7570037,4.7570037,1
[0.3788602],0,0,0,0,0.3788602,0.3788602,0.3788602,0
[0.5524472],1,1,1,1,0.5524472,0.5524472,4.5524472,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7153118],1,1,1,1,0.7153118,0.7153118,4.7153118,1
[0.5965618],1,1,1,1,0.5965618,0.5965618,4.5965618,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5451294],0,1,1,1,0.5451294,0.5451294,3.5451294,0
[0.5790562],1,1,1,1,0.5790562,0.5790562,4.5790562,1
[0.6551073],1,1,1,1,0.6551073,0.6551073,4.6551073,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.60656726],1,0,1,1,0.60656726,0.60656726,3.60656726,0
[0.64864516],0,1,1,1,0.64864516,0.64864516,3.64864516,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5718932],1,1,1,1,0.5718932,0.5718932,4.5718932,1
[0.5398978],0,1,1,0,0.5398978,0.5398978,2.5398978,0
[0.52045745],1,1,1,1,0.52045745,0.52045745,4.52045745,1
[0.792842],1,1,1,1,0.792842,0.792842,4.792842,1
[0.7323503],1,1,1,1,0.7323503,0.7323503,4.7323503,1
[0.7894502],1,1,1,1,0.7894502,0.7894502,4.7894502,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7470008],0,1,1,1,0.7470008,0.7470008,3.7470008,0
[0.4974181],1,1,1,1,0.4974181,0.4974181,4.4974181,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5763575],1,1,1,1,0.5763575,0.5763575,4.5763575,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.37963495],0,0,0,0,0.37963495,0.37963495,0.37963495,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.69121945],0,1,1,1,0.69121945,0.69121945,3.69121945,0
